id,more_than_50k
32562,0.0014927462907508016
32563,0.1693817675113678
32564,0.304485946893692
32565,0.9860063791275024
32566,4.6175680472515523e-4
32567,0.004612655844539404
32568,0.003585251048207283
32569,0.9743577241897583
32570,0.0027193166315555573
32571,0.030923495069146156
32572,0.7424197793006897
32573,0.6626850962638855
32574,0.0030943292658776045
32575,0.17967459559440613
32576,0.8438449501991272
32577,0.8840196132659912
32578,2.2727729810867459e-4
32579,0.36288708448410034
32580,0.00986670982092619
32581,0.7909157276153564
32582,0.6755869388580322
32583,0.0032411059364676476
32584,0.005025308579206467
32585,0.050459735095500946
32586,0.3894016742706299
32587,0.9903340935707092
32588,7.276858668774366e-4
32589,0.002668009838089347
32590,0.3272065818309784
32591,0.08524708449840546
32592,0.9940263032913208
32593,0.038004834204912186
32594,0.0399458147585392
32595,0.11095826327800751
32596,0.020985502749681473
32597,0.23361000418663025
32598,0.5496392846107483
32599,0.005582595709711313
32600,7.87120487075299e-4
32601,6.163397920317948e-4
32602,0.7449390292167664
32603,0.7042363286018372
32604,0.09176967293024063
32605,0.03481204807758331
32606,2.357783232582733e-4
32607,0.4342578649520874
32608,0.05596742406487465
32609,0.04141385853290558
32610,0.004145334009081125
32611,0.1782786101102829
32612,1.9313010852783918e-4
32613,0.008120052516460419
32614,7.875950541347265e-5
32615,0.8539687991142273
32616,0.10191337019205093
32617,8.108898182399571e-4
32618,0.2681756615638733
32619,0.9653207063674927
32620,0.9888468980789185
32621,0.1187930479645729
32622,0.22488415241241455
32623,0.0975174605846405
32624,0.045003000646829605
32625,0.0024466270115226507
32626,0.04022103175520897
32627,0.024226468056440353
32628,0.9960638880729675
32629,2.803411043714732e-4
32630,0.030607718974351883
32631,0.38518181443214417
32632,0.9977983236312866
32633,0.6190359592437744
32634,0.1428147703409195
32635,0.0019199546659365296
32636,0.3408355712890625
32637,4.233068902976811e-4
32638,0.22116847336292267
32639,0.14734718203544617
32640,0.3296078145503998
32641,0.0011577940313145518
32642,0.48911282420158386
32643,0.03857040032744408
32644,0.00992915965616703
32645,0.9941340088844299
32646,0.16771148145198822
32647,0.015334595926105976
32648,2.594284596852958e-4
32649,0.6856662034988403
32650,0.01913229003548622
32651,0.9937025308609009
32652,0.06148381531238556
32653,0.003899848321452737
32654,0.9862017035484314
32655,0.26155364513397217
32656,0.04965607821941376
32657,2.913797798100859e-4
32658,0.013173890300095081
32659,0.07136090844869614
32660,0.5068899989128113
32661,0.0012654574820771813
32662,0.33514800667762756
32663,0.005604431964457035
32664,0.0030008472967892885
32665,0.013561191968619823
32666,0.0199001282453537
32667,0.002979407785460353
32668,0.40276432037353516
32669,4.487795231398195e-4
32670,1.249244378414005e-4
32671,2.791984297800809e-4
32672,6.018953281454742e-4
32673,0.20718735456466675
32674,0.3487609624862671
32675,2.2800502483732998e-4
32676,0.23123203217983246
32677,0.0048274146392941475
32678,0.29452788829803467
32679,5.558000411838293e-4
32680,0.01725444197654724
32681,0.17354221642017365
32682,0.07093816250562668
32683,4.3432670645415783e-4
32684,0.001525344792753458
32685,0.06830886751413345
32686,0.009599609300494194
32687,0.006925838999450207
32688,0.9583001732826233
32689,0.011784265749156475
32690,0.05808405578136444
32691,0.9911410808563232
32692,0.5935299396514893
32693,0.0011779486667364836
32694,6.932162214070559e-4
32695,0.8421947360038757
32696,0.4510635733604431
32697,0.03433394432067871
32698,0.4879423975944519
32699,0.09047484397888184
32700,0.17764534056186676
32701,0.006667443085461855
32702,0.7910870313644409
32703,4.799244925379753e-4
32704,0.9971001744270325
32705,0.9936204552650452
32706,0.04666697606444359
32707,0.03800949826836586
32708,0.07725536078214645
32709,0.3067066967487335
32710,0.9994196891784668
32711,9.660278738010675e-5
32712,0.0021165492944419384
32713,0.023971108719706535
32714,0.06081066280603409
32715,0.0030859929975122213
32716,0.98574298620224
32717,0.0030710878781974316
32718,0.007715451996773481
32719,0.014099580235779285
32720,0.0018983326153829694
32721,0.2800047993659973
32722,0.06100466474890709
32723,0.27752685546875
32724,0.07890370488166809
32725,0.04553435742855072
32726,0.7461463809013367
32727,0.4485749304294586
32728,0.3953395187854767
32729,0.34225836396217346
32730,4.2772397864609957e-4
32731,0.05415410175919533
32732,0.9890158772468567
32733,0.25054872035980225
32734,0.013909833505749702
32735,0.6753097176551819
32736,0.055626820772886276
32737,0.549748957157135
32738,0.10822539776563644
32739,0.33633172512054443
32740,0.43431246280670166
32741,0.9692482352256775
32742,0.06455336511135101
32743,0.9984387755393982
32744,0.02395709976553917
32745,0.48982954025268555
32746,0.012586548924446106
32747,0.17437873780727386
32748,0.054135799407958984
32749,0.003372055245563388
32750,0.013659360818564892
32751,0.0016059483168646693
32752,0.9831243753433228
32753,0.4288928806781769
32754,0.03837721794843674
32755,0.02848740480840206
32756,0.012788417749106884
32757,0.0209389366209507
32758,0.060964714735746384
32759,0.943832516670227
32760,9.641668293625116e-4
32761,0.08851220458745956
32762,0.6047476530075073
32763,0.6914310455322266
32764,0.3324121832847595
32765,0.1100817397236824
32766,0.5980579853057861
32767,0.5758010745048523
32768,0.13394634425640106
32769,0.14210346341133118
32770,0.773981511592865
32771,0.45285657048225403
32772,9.025579784065485e-4
32773,0.0029850248247385025
32774,0.07662227749824524
32775,0.43428146839141846
32776,0.002454636385664344
32777,0.24785245954990387
32778,0.00593777559697628
32779,3.413882805034518e-4
32780,0.05112510919570923
32781,0.02919911965727806
32782,0.4792706072330475
32783,0.0021017601247876883
32784,0.022310208529233932
32785,0.4957646131515503
32786,0.917863130569458
32787,0.3961814343929291
32788,0.9980698227882385
32789,0.4766307771205902
32790,2.4062635202426463e-4
32791,0.23985378444194794
32792,7.623244309797883e-4
32793,0.8712608814239502
32794,0.2183564305305481
32795,0.4277650713920593
32796,0.019053859636187553
32797,0.08367356657981873
32798,0.060170892626047134
32799,0.0016120356740429997
32800,0.01567513681948185
32801,0.202420175075531
32802,7.108955760486424e-4
32803,0.030462386086583138
32804,3.482989559415728e-4
32805,0.19971778988838196
32806,0.0015843585133552551
32807,0.4181818664073944
32808,0.09409452229738235
32809,0.03316635638475418
32810,0.41978326439857483
32811,0.22114284336566925
32812,4.0207835263572633e-4
32813,0.17718654870986938
32814,0.26127874851226807
32815,0.25388190150260925
32816,0.06708911061286926
32817,9.071991080418229e-4
32818,0.06990595906972885
32819,0.00250339531339705
32820,0.006159299518913031
32821,0.11018938571214676
32822,0.7602301836013794
32823,0.10033781081438065
32824,0.02977863885462284
32825,0.011430908925831318
32826,0.06091867759823799
32827,0.6358827352523804
32828,0.23931825160980225
32829,0.015617743134498596
32830,4.6267147990874946e-4
32831,0.07441206276416779
32832,0.3248298168182373
32833,0.19166859984397888
32834,0.49623003602027893
32835,0.2506926953792572
32836,0.34574782848358154
32837,1.5727437858004123e-4
