id,more_than_50k
32562,0.0015756665961816907
32563,0.13369183242321014
32564,0.4133101999759674
32565,0.9951198101043701
32566,2.809458237607032e-4
32567,0.005696816369891167
32568,0.0029807905666530132
32569,0.9642893075942993
32570,0.0054765804670751095
32571,0.03656286373734474
32572,0.9084202647209167
32573,0.6520082950592041
32574,0.0036789195146411657
32575,0.22139976918697357
32576,0.9010528922080994
32577,0.9083624482154846
32578,4.059530911035836e-4
32579,0.38183462619781494
32580,0.005816337652504444
32581,0.8066419959068298
32582,0.6547353267669678
32583,0.003143121488392353
32584,0.005654991138726473
32585,0.03606339916586876
32586,0.33000314235687256
32587,0.9968337416648865
32588,7.92435253970325e-4
32589,0.008246191777288914
32590,0.2813310921192169
32591,0.13154225051403046
32592,0.9952697157859802
32593,0.04200577363371849
32594,0.05599881336092949
32595,0.11591803282499313
32596,0.013744117692112923
32597,0.2479950189590454
32598,0.5774714350700378
32599,0.0104771563783288
32600,0.0010458669858053327
32601,7.693472434766591e-4
32602,0.7046260833740234
32603,0.6361914277076721
32604,0.08664659410715103
32605,0.048843864351511
32606,4.480233765207231e-4
32607,0.49595120549201965
32608,0.05374651029706001
32609,0.026987925171852112
32610,0.005273266229778528
32611,0.12932829558849335
32612,3.0443735886365175e-4
32613,0.0072538722306489944
32614,2.2444290516432375e-4
32615,0.9709677696228027
32616,0.11740179359912872
32617,7.248157053254545e-4
32618,0.26960211992263794
32619,0.9537882804870605
32620,0.989906370639801
32621,0.1281418353319168
32622,0.28497475385665894
32623,0.07833283394575119
32624,0.03818708285689354
32625,0.0025661734398454428
32626,0.028987163677811623
32627,0.03361782059073448
32628,0.9984591007232666
32629,3.3969568903557956e-4
32630,0.03323748707771301
32631,0.4097564220428467
32632,0.9982849955558777
32633,0.6832512021064758
32634,0.15800562500953674
32635,0.002811799757182598
32636,0.43642938137054443
32637,3.597620234359056e-4
32638,0.27029305696487427
32639,0.2064816951751709
32640,0.3562178313732147
32641,9.39674733672291e-4
32642,0.41407427191734314
32643,0.015117744915187359
32644,0.013385127298533916
32645,0.992339015007019
32646,0.23224866390228271
32647,0.013624295592308044
32648,2.5799067225307226e-4
32649,0.49332356452941895
32650,0.016765795648097992
32651,0.9958921670913696
32652,0.07031477987766266
32653,0.005800263024866581
32654,0.9909215569496155
32655,0.1914529949426651
32656,0.058394432067871094
32657,3.4424796467646956e-4
32658,0.009869864210486412
32659,0.07408595830202103
32660,0.38836097717285156
32661,9.693081374280155e-4
32662,0.39335668087005615
32663,0.006608645897358656
32664,0.0021005033049732447
32665,0.008838933892548084
32666,0.020478518679738045
32667,0.004983012098819017
32668,0.501389741897583
32669,4.772647807840258e-4
32670,1.752196840243414e-4
32671,4.4723442988470197e-4
32672,9.411012288182974e-4
32673,0.21147240698337555
32674,0.3448302745819092
32675,1.5059683937579393e-4
32676,0.19677987694740295
32677,0.004664852749556303
32678,0.33675387501716614
32679,7.16071983333677e-4
32680,0.018010562285780907
32681,0.10274966061115265
32682,0.1155671626329422
32683,3.095887659583241e-4
32684,6.61861093249172e-4
32685,0.0473848395049572
32686,0.01032229047268629
32687,0.011494227685034275
32688,0.9075502753257751
32689,0.012903353199362755
32690,0.09827521443367004
32691,0.9895673394203186
32692,0.56931471824646
32693,0.001863017096184194
32694,7.280798745341599e-4
32695,0.81181401014328
32696,0.37976008653640747
32697,0.04156004637479782
32698,0.4135878086090088
32699,0.07057787477970123
32700,0.2173164039850235
32701,0.008625030517578125
32702,0.7914381623268127
32703,3.604432858992368e-4
32704,0.9979216456413269
32705,0.9904372096061707
32706,0.05378470569849014
32707,0.030130302533507347
32708,0.07108601182699203
32709,0.2423378825187683
32710,0.9994096755981445
32711,1.3790871889796108e-4
32712,0.003510835813358426
32713,0.05120648071169853
32714,0.04048725590109825
32715,0.003679026151075959
32716,0.9869242906570435
32717,0.0037325751036405563
32718,0.00887898076325655
32719,0.0027312433812767267
32720,0.0031219711527228355
32721,0.1746033877134323
32722,0.04830950126051903
32723,0.237887442111969
32724,0.06954451650381088
32725,0.046884212642908096
32726,0.7949178814888
32727,0.4085191786289215
32728,0.5254837870597839
32729,0.3730294108390808
32730,4.437147290445864e-4
32731,0.0590275302529335
32732,0.9851818680763245
32733,0.2564738690853119
32734,0.013483013026416302
32735,0.6438257694244385
32736,0.046479593962430954
32737,0.6048930883407593
32738,0.10664095729589462
32739,0.33687761425971985
32740,0.4123201072216034
32741,0.9724657535552979
32742,0.03032718040049076
32743,0.9983892440795898
32744,0.02788805030286312
32745,0.4223334491252899
32746,0.012168863788247108
32747,0.18759870529174805
32748,0.08957445621490479
32749,0.007465740200132132
32750,0.01621890254318714
32751,0.0033196688164025545
32752,0.9857548475265503
32753,0.3730866312980652
32754,0.03561633452773094
32755,0.04853441193699837
32756,0.016446741297841072
32757,0.01780838333070278
32758,0.08075900375843048
32759,0.9135621190071106
32760,8.718461031094193e-4
32761,0.07456223666667938
32762,0.744702935218811
32763,0.6739330887794495
32764,0.34338507056236267
32765,0.09230197221040726
32766,0.6417540311813354
32767,0.6241012811660767
32768,0.11562129855155945
32769,0.1131771132349968
32770,0.7480891346931458
32771,0.43312305212020874
32772,5.138991982676089e-4
32773,0.005453354213386774
32774,0.05011126026511192
32775,0.5022332072257996
32776,0.002296593738719821
32777,0.27148544788360596
32778,0.008731860667467117
32779,5.218680598773062e-4
32780,0.03943867236375809
32781,0.01916155032813549
32782,0.4307255744934082
32783,0.005208706017583609
32784,0.020977990701794624
32785,0.5142412781715393
32786,0.8661618828773499
32787,0.38607266545295715
32788,0.9985958933830261
32789,0.48899632692337036
32790,2.0445875998120755e-4
32791,0.26716071367263794
32792,6.410032510757446e-4
32793,0.8418549299240112
32794,0.4280369281768799
32795,0.43753260374069214
32796,0.018971556797623634
32797,0.05880929157137871
32798,0.06602665781974792
32799,0.002481053816154599
32800,0.012316165491938591
32801,0.1677207052707672
32802,0.0013062322977930307
32803,0.045503124594688416
32804,3.684306866489351e-4
32805,0.15205293893814087
32806,9.779786923900247e-4
32807,0.33003273606300354
32808,0.10145565867424011
32809,0.07177447527647018
32810,0.445494681596756
32811,0.2647441327571869
32812,4.231128841638565e-4
32813,0.12091365456581116
32814,0.1948605477809906
32815,0.20939955115318298
32816,0.06871162354946136
32817,6.477661081589758e-4
32818,0.10517141968011856
32819,0.0036132498644292355
32820,0.007959257811307907
32821,0.19128260016441345
32822,0.6776662468910217
32823,0.04756990447640419
32824,0.024306176230311394
32825,0.009640966542065144
32826,0.04730680212378502
32827,0.8255458474159241
32828,0.30532747507095337
32829,0.013299417681992054
32830,3.441561129875481e-4
32831,0.0965595468878746
32832,0.30133745074272156
32833,0.15585367381572723
32834,0.5020471215248108
32835,0.24682307243347168
32836,0.2870323657989502
32837,2.814071485772729e-4
32838,0.04200652986764908
32839,2.2277480456978083e-4
32840,0.9983591437339783
32841,0.00809540692716837
32842,0.27349114418029785
32843,0.094642534852027893
32844,8.631569799035788e-4
32845,0.018525468185544014
32846,0.6730730533599854
32847,0.0419696569442749
32848,9.32360184378922e-4
32849,0.5541584491729736
32850,0.4436486065387726
32851,0.013547447510063648
32852,0.583497941493988
32853,0.09908858686685562
32854,0.19738024473190308
32855,0.014189797453582287
32856,0.03173099458217621
32857,0.001281276228837669
32858,0.014754364266991615
32859,0.0014727727975696325
32860,0.9883714318275452
32861,0.02303217723965645
32862,0.3537197411060333
32863,0.0011019438970834017
32864,0.011263248510658741
32865,0.007400876842439175
32866,2.2929257829673588e-4
32867,0.07238190621137619
32868,0.09991654008626938
32869,0.0077437590807676315
32870,0.788025438785553
32871,0.6970289945602417
32872,0.5011239051818848
32873,0.0024100258015096188
32874,0.2641696333885193
32875,0.661371648311615
32876,0.013101520948112011
32877,0.12980909645557404
32878,0.0012034046230837703
32879,6.061291787773371e-4
32880,0.7630473375320435
32881,0.11600586771965027
32882,0.0063367621041834354
32883,0.7541395425796509
32884,0.2759532332420349
32885,0.05950332432985306
32886,0.0034037751611322165
32887,0.6730170249938965
32888,0.0523204505443573
32889,2.092867944156751e-4
32890,0.20564696192741394
32891,0.9942033886909485
32892,2.3639193386770785e-4
32893,8.595043909735978e-4
32894,0.32994383573532104
32895,7.952569867484272e-4
32896,0.9964163303375244
32897,8.717572200112045e-4
32898,0.023102233186364174
32899,0.00839884765446186
32900,0.24096736311912537
32901,0.371982216835022
32902,0.12970618903636932
32903,0.003589875530451536
32904,0.027864256873726845
32905,0.7516615986824036
32906,0.9805153608322144
32907,0.04490951821208
32908,0.8853675723075867
32909,0.9757657051086426
32910,0.0027232700958848
32911,0.042517777532339096
32912,0.014034136198461056
32913,9.11553914193064e-4
32914,0.01139417476952076
32915,0.28032445907592773
32916,0.4884665608406067
32917,0.7122257947921753
32918,0.2538689374923706
32919,0.997988224029541
32920,0.10510276257991791
32921,0.018177973106503487
32922,0.13640141487121582
32923,0.19354607164859772
32924,0.019147826358675957
32925,0.14662162959575653
32926,0.43993690609931946
32927,0.7712571620941162
32928,0.3585816025733948
32929,0.5761505365371704
32930,0.6788861155509949
32931,0.003931554965674877
32932,0.1036105528473854
32933,0.01672949455678463
32934,0.056546784937381744
32935,0.5648012161254883
32936,0.029046734794974327
32937,0.5047698020935059
32938,0.7536410093307495
32939,0.004796552937477827
32940,0.20557448267936707
32941,9.562989580444992e-4
32942,0.23553326725959778
32943,0.023445777595043182
32944,0.8164800405502319
32945,0.01699458807706833
32946,0.11534085869789124
32947,0.05685090273618698
32948,0.012223789468407631
32949,0.013852817937731743
32950,0.387417197227478
32951,0.9813840389251709
32952,0.16655398905277252
32953,0.003351300721988082
32954,0.2608107328414917
32955,0.003859099466353655
32956,1.4850775187369436e-4
32957,0.038059577345848083
32958,0.8081076741218567
32959,0.05132487416267395
32960,0.7481004595756531
32961,0.7289780378341675
32962,0.08779187500476837
