id,more_than_50k
32562,6.995924632064998e-4
32563,0.1935102790594101
32564,0.36814406514167786
32565,0.985483705997467
32566,3.049460065085441e-4
32567,0.004215926397591829
32568,0.003781668609008193
32569,0.9760135412216187
32570,0.002291486132889986
32571,0.0334627740085125
32572,0.5939046740531921
32573,0.6760367751121521
32574,0.002331267576664686
32575,0.1367676556110382
32576,0.8573853969573975
32577,0.8912186622619629
32578,2.494678774382919e-4
32579,0.4422385096549988
32580,0.009279285557568073
32581,0.7969375252723694
32582,0.6765007972717285
32583,0.002987865824252367
32584,0.003286879975348711
32585,0.04430781677365303
32586,0.34292659163475037
32587,0.9907228350639343
32588,8.441435056738555e-4
32589,0.004722280893474817
32590,0.3795609474182129
32591,0.09516591578722
32592,0.9956309795379639
32593,0.04832122474908829
32594,0.050080060958862305
32595,0.1229700818657875
32596,0.0213786568492651
32597,0.26282551884651184
32598,0.5469685792922974
32599,0.004527227953076363
32600,7.565391715615988e-4
32601,6.709078443236649e-4
32602,0.6557834148406982
32603,0.6844003796577454
32604,0.11916184425354004
32605,0.034737080335617065
32606,1.8607170204631984e-4
32607,0.40349555015563965
32608,0.06570810079574585
32609,0.028891535475850105
32610,0.0026909885928034782
32611,0.21732717752456665
32612,1.6690610209479928e-4
32613,0.00619904138147831
32614,7.552440365543589e-5
32615,0.8709055185317993
32616,0.1149892807006836
32617,8.537673274986446e-4
32618,0.25316914916038513
32619,0.9573778510093689
32620,0.9904143214225769
32621,0.1263829618692398
32622,0.2229885458946228
32623,0.08586358278989792
32624,0.034101761877536774
32625,0.002797486260533333
32626,0.03642221540212631
32627,0.023181971162557602
32628,0.9962214231491089
32629,3.429168136790395e-4
32630,0.04447223246097565
32631,0.3838668763637543
32632,0.9982731342315674
32633,0.5695504546165466
32634,0.13954325020313263
32635,0.002470307284966111
32636,0.31867536902427673
32637,4.1427879477851093e-4
32638,0.19757743179798126
32639,0.17102907598018646
32640,0.35318994522094727
32641,9.967368096113205e-4
32642,0.4595724940299988
32643,0.02863442152738571
32644,0.008713789284229279
32645,0.9953061938285828
32646,0.20229129493236542
32647,0.01924767531454563
32648,3.522622282616794e-4
32649,0.610099196434021
32650,0.02052629366517067
32651,0.9952907562255859
32652,0.04653317108750343
32653,0.002560040447860956
32654,0.9818928241729736
32655,0.25596973299980164
32656,0.044326506555080414
32657,4.2929008486680686e-4
32658,0.01153033971786499
32659,0.08222821354866028
32660,0.5053191184997559
32661,0.0011384430108591914
32662,0.40970027446746826
32663,0.005954361986368895
32664,0.0021307726856321096
32665,0.010320921428501606
32666,0.024515125900506973
32667,0.0027124600019305944
32668,0.45932865142822266
32669,0.02146923914551735
32670,9.704745752969757e-5
32671,2.8296030359342694e-4
32672,6.590390112251043e-4
32673,0.21582622826099396
32674,0.32595399022102356
32675,1.8990527314599603e-4
32676,0.2381509691476822
32677,0.004807821940630674
